순번,주제,용어,설명
1100,경제,물가 및 물가지수,"상품 및 서비스의 일반적인 가격 수준. 소비자물가, 생산자물가 등 어떤 상품군을 대상으로 측정하는가에 따라 여러 가지 물가가 존재한다. 물가 수준을 측정하는 지표를 흔히 물가지수 (price index)라고 부른다."
1102,경제,물가연동계수,"채권의 발행시점 대비 기준일까지의 물가변동을 나타내는 지수. 물가연동계수는 기준일의 참조지수를 발행일의 참조지수로 나누어 계산하며, 물가연동국채의 원금 및 이자지급액 산정에 사용된다."
1106,금융,뮤추얼펀드(Mutual Fund),"	뮤추얼펀드는 유가증권 투자를 목적으로 설립된 주식회사 형태의 법인회사를 말한다. 주식회사 형태라고 하는 이유는 이 법인회사가 모집된 투자자산을 전문적인 운용회사에 맡기고 추후 그 운용 수익을 운용회사로부터 뮤추얼펀드가 받아서 원래 투자자에게 배당금의 형태로 되돌려 주기 때문이다. 우리나라에서는 증권투자회사라고 부르며, 미국에서는 오픈엔드형투자신탁을 통칭하는 말로 쓰인다. 여러 투자자의 돈을 모아 만든 펀드로서 주로 주식이나 채권에 투자해 수익을 돌려준다는 점에서 수익증권과 비슷하나 뮤추얼펀드의 경우에는 펀드가 하나의 독립된 회사로 운영되어 법률상 독립된 회사이기 때문에 기존 수익증권에 비해 주주의 운영 및 참여가 자유롭고 개방적인 특징이 있으며, 투명도도 높은 것으로 평가된다. 뮤추얼펀드에는 만기 전에 언제든지 돈을 찾을 수 있는 개방형과 결산만기(보통 1년) 전에는 돈을 찾지 못하는 폐쇄형이 있다.	"
1116,NULL,미수거래,"증권을 거래하기 위해서는 증권계좌에 미리 현금을 예치해야 한다. 이것을 예수금이라고 한다. 예수금만으로 원하는 수량 만큼 주식을 살 수 없을 때, 매수금의 30% 이상을 현금으로 지불하고 차액은 외상으로 주식을 사들이는 것을 미수거래라고 한다. 미수거래를 한 뒤 이틀 안에 증권사에 빌린 돈을 갚아야 한다. 매매체결일에서 세 번째 날에 미수금을 모두 갚지 못하면 증권사는 주식을 강제로 팔아 미납금을 충당한다. 증권사가 미수금을 갚지 못한 투자자의 주식을 파는 것을 반대매매라고 하는데, 반대매매는 하한가로 주식을 팔고 해당 주식을 처분하더라도 미수금을 갚지 못하게 되면 증권사는 최근 매입한 종목 순으로 주식을 매도한다. 

외상으로 주식을 사는 미수거래와 비슷한 신용거래가 있다. 신용거래는 증권사에 대출이자를 내고 돈을 빌려 주식을 사는 것으로, 90일 간 자금을 빌릴 수 있으며 약정한 날에 돈을 갚지 않으며 미수거래와 동일하게 반대매매가 발생할 수 있다. 

2020년 3월 코로나19 확산으로 우리나라 주식시장이 폭락할 때 미수급에 대한 반대매매 규모가 하루 평균 162억 원으로 급격히 늘어났다. 이는 세계 금융위기의 진통을 겪고 있던 2009년 5월(143억 원) 이후 가장 높은 수준이다. 주가가 하락하면 미수금을 갚지 못하는 사람이 늘어나고 증권사가 반대매매를 하기 때문에 주식시장의 하락 폭은 더욱 커질 수 있다. 따라서 미수거래는 주식이 하락할 때 크게 손실을 볼 수 있으므로 투자자의 주의가 필요하다. "
1153,금융,발행시장(primary market),발행시장은 새로운 유가 증권 및 채권 등을 발행하는 시장을 의미한다. 회사나 정부 기관은 발행시장을 통해 새로운 주식 및 채권 등을 발행하고 팖으로써 자금을 조달할 수 있다. 발행 시장에서의 세일즈는 주로 투자은행이나 증권 딜러의 신디케이트들에 의해 진행된다. 투자자는 2차 시장(secondary market)에서 증권을 구입하는 가격 보다 낮은 가격으로 초기 발행 시장에서 상품을 구매할 수 있다. 
1155,금융,방카슈랑스(Bancassurance),"	은행과 보험사가 상호 제휴하여 은행창구에서 직접 보험상품을 판매하는 영업형태이다. 프랑스어로 은행(banque)과 보험(assurance)의 합성어로, 도입 초기에는 은행과 보험사가 단순히 판매제휴를 하는 수준이었으나 점차 상품을 공동 개발하여 판매하는 종합적인 업무제휴 형태 또는 은행들이 보험자회사를 설립하여 자회사의 보험상품을 은행창구에서 판매하는 형태로 발전해왔다. 보험사는 별도의 영업조직 없이 방카슈랑스를 통해 은행의 점포망을 판매 채널로 확보해 영업하기 때문에 비용을 절약할 수 있고, 은행은 금융상품 및 보험상품을 한 곳에서 모두 판매함으로써 영업 이익을 높일 수 있다. 고객의 입장에서도 은행에서 예금에 가입하듯 필요에 따라 보험상품을 골라 구입할 수 있는 장점이 있다. 그러나 은행이 대출과 연계해 보험상품을 끼워 판매함으로써 불공정 모집행위를 할 소지가 있고, 보험모집인의 대량실업, 은행과의 제휴가 어려운 중소형 보험사의 부실화 등의 부작용이 나타날 수 있다.	"
1170,금융,밴드왜건효과(band wagon effect),"밴드왜건은 행렬을 선도하는 악대차다. 악대차가 연주하면서 지나가면 사람들이 모여들기 시작하고, 몰려가는 사람을 바라본 많은 사람들이 무엇인가 있다고 생각하고 무작정 뒤따르면서 군중들이 불어나는 현상을 비유한다. 특정 상품에 대한 어떤 사람의 수요가 다른 사람들의 수요에 의해 영향을 받는 현상으로, 편승효과라고도 한다. 미국의 하비 라이벤스타인(1922~1994)이 1950년에 발표한 네트워크 효과의 일종으로, 서부개척시대의 역마차 밴드왜건에서 힌트를 얻은 것이다."
1171,경영,밸류에이션(Valuation: 가치평가),"밸류에이션(가치평가)은 특정 자산 혹은 기업의 현재 가치를 평가하는 프로세스를 의미하는데, 가치를 평가하는 밸류에이션 기법은 매우 다양하다. 기업의 가치를 평가하는 애널리스트들은 기업의 경영진, 자본구조의 구성, 미래수익의 전망 및 기업이 보유한 자산들의 시장가치를 살펴본다. 주식이나 채권의 가치는 구매자와 판매자의 자유의사에 거래가 이루어질때 쌍방이 동의한 가격에 결정이 된다. 만약 주식이나 채권이 거래소에서 거래되면, 그 가치는 수요와 공급의 원칙에 따라 구매자와 판매자에 의하여 결정된다. 밸류에이션에 사용되는 지표에는 PER(주가순이익비율)이나 EV/EBITDA 등이 있다. 기업 애널리스트들은 기업의 자산에서 발생되는 현금흐름을 사용하여 자산이나 투자대안의 가치를 평가하기도한다. 이를 현재가치할인법(Discounted Cash Flow)이라고 한다. 가치평가에서 내재가치(intrinsci value)는 기업의 미래수익, 또는 증권의 시장가치와는 상관 없는 기업 특성을 바탕으로 측정된 지각된 가치를의미한다. 파생상품분에서 밸류에이션은 금리옵션시장에서 존재하는 일시적인 불균형가격을 이용하여 이득을 취득하려는 거래를 말하며 밸류에이션 거래라고도 부른다.  
"
1174,금융,뱅크런(Bank Run),"은행의 대규모 예금인출사태. 은행에 돈을 맡긴 사람들이 은행 건전성에 문제가 있다고 비관적으로 인식하면 그동안 저축한 돈을 인출하려는 생각을 갖게 될 것이다. 이렇게 되면 예금으로 다양한 금융활동을 하고 거기서 수익을 창출하는 은행의 입장에서는 당장 돌려줄 돈이 바닥나는 패닉 현상이 닥치게 되는데 이를 뱅크런이라 한다. 예금보험공사는 뱅크런으로 인한 은행의 위기를 막기 위해 은행이 문을 닫더라도 5000만원까지는 보호를 해주는 예금자보호법을 시행하고 있다. 뱅크런에서 유래한 것으로, 펀드 투자자들이 펀드에 투자한 돈을 회수하는 것을 지칭하는 펀드런(fund run)과 투자자들이 앞다퉈 채권을 판다는 본드런(bond run)이 있다."
1178,금융,"버터플라이 스프레드, 나비형 스프레드(Butterfly Spread)","버터플라이 스프레드는 베어 스프레드와 불 스프레드를 합친 옵션 전략에 해당한다. 버터플라이 스프레드는 동일한 만기일을 가진 네 가지 옵션 계약을 가지지만 세 개의 다른 행사가격을 지닌다. 여기서 행사 가격을 K1<K2<K3 라고 둔다면, 트레이더는 중간 행사 가격인 K2 에서 두 개의 옵션 계약을 팔고 가장 낮은 행사 가격인 K1, 그리고 가장 높은 행사 가격 K3에서 각각 한 개의 옵션 계약을 구매한다. 풋옵션과 콜옵션 모두 버터플라이 스프레드에 이용될 수 있다. 이 전략은 트레이더가 기초 자산 가격의 변동이 앞으로 크지 않을 거라 믿을 때에 주로 이용된다. "
1180,금융,버티컬 스프레드 / 수직 스프레드(Vertical Spread),"‘버티컬 스프레드’ 옵션 전략은 동일한 기초자산에 대해서, 같은 만기일을 가지지만 서로 다른 행사가격을 가지는 같은 종류의 풋옵션과 콜옵션을 구매하는 것이다. 여기서 ‘버티컬(vertical) 은 행사 가격의 차이에서 비롯된 단어이다. 캘린더 스프레드(동일한 행사 가격을 갖는 같은 종류의 옵션이지만 만기일이 다른 두 개를 동시에 구매하고 판매)와 반대이다. ??트레이더는 기초자산의 가격이 일정기간 동안 과격하게 움직이지 않고, 적절하게(moderate) 변동할 것이라 예상할 때 버티컬 스프레드 전략을 활용한다. 이 전략은 옵션의 매도를 포함하기 때문에, 이 매도에서 얻은 수입이 옵션 구입에 들어가는 비용을 전적으로 혹은 부분적으로 상쇄한다. 따라서 이 전략은 낮은 비용과 낮은 거래 위험을 제안한다. 하지만 이렇게 낮아진 위험은 결국 트레이딩 전략상 수익의 가능성을 제한하는 결과를 가져오기도 한다. 만일 투자자가 기초자산의 가격에 큰 변동이 있을 것이라 예상한다면 버티컬 스프레드 전략은 적절한 활용도구가 될 수 없다. "
1207,금융,베타(β)계수,"베타수치에서 베타(β)는 시장민감도라고도 하며, 주식시장 전체의 가격 변동폭 대비 펀드의 수익률이 얼마나 변동하는지에 대한 민감도를 나타내는 지표다. 상승장일 때 베타가 큰 것을 선택하는 것이 높은 수익률을 기대할 수 있으며 성장주 펀드가 높은 베타수치를 기록한다."
1215,금융,변액보험,"다수의 보험계약자가 납입하는 보험료 중 저축보험료를 따로 분리하여 별도의 분리계정을 통해 주식이나 국채ㆍ공채ㆍ사채 등 주로 수익성이 높은 유가증권에 투자하여 그 투자수익을 보험계약자의 환급금(해약환급금 또는 만기환급금)에 반영하는 한편, 투자수익의 성과에 따라 보험금 지급사유가 발생하였을 경우 지급되는 보험금액이 변동되는 보험을 말한다. 전통적인 보험상품은 미리 약정된 이율에 따라 만기환급금을 받지만 변액보험은 투자수익률에 따라 되돌려받는 보험금이나 해약환급금이 달라진다. 즉, 변액보험의 사망보험금은 최초 계약한 기본보험계약의 ‘기본보험금’과 투자실적(적립금-기본보험계약의 예정책임준비금=초과적립금)에 따라 증감하는 ‘변동보험금’으로 구성되며, 보험의 성격을 유지하기 위해 변동보험금의 크기와 관계없이 사망보험금은 기본보험금을 최저보장으로 설정하고 있다. 이와 같은 성격으로 인해 보험사는 변액보험의 계정을 일반 상품과는 별도로 설정하여 자산을 운용해야 한다. 변액보험상품으로는 양로보험, 종신보험, 연금보험 등 크게 3종류가 있어 가입자들의 필요에 따라 선택할 수 있지만 가입자가 투자의 위험과 수익에 책임을 져야 한다. 변액보험은 제1차 세계대전 이후 인플레이션으로 생명보험 급부의 실질가치 저하에 대처하기 위한 방안으로 고안된 것으로, 네덜란드의 바르다유社가 자산운용 실적과 보험금을 연계하여 실질가치를 보전할 수 있는 변액보험을 최초로 판매하였다. 2001년 7월 우리나라에 변액보험이 첫선을 보였으나, 주식시장의 침체로 투자자들로부터 외면을 받아 판매실적이 극히 부진했었다. 그러나 2001년 하반기 이후 국내 주가가 급등하면서 판매실적이 급증하고 있다. 2008년 금융위기로 변액보험 가입자 수는 급감했지만 최근 경기회복세에 따라 장기간 투자로 안정적인 수익을 올리려는 투자자들이 많아짐에 따라 변액보험으로 유입되는 자금은 꾸준히 늘고 있는 추세다. 오는 2021년 새로운 회계제도가 도입됨에 따라 보험사 측에서는 책임준비금 부담이 덜한 변액보험상품을 늘려가고 있다."
